Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
1103,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-06-24,557,121
1104,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-11-07,859,192
1105,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-03-25,172,122
1106,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-06-03,568,35
1107,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-07-19,1539,61
1108,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-03-02,1915,199
1109,Computer Science,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-03-17,1557,167
1110,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,24,2023-12-21,1919,185
1111,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-05-10,230,18
1112,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-01-12,1456,67
1113,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-06-04,933,96
1114,Materials Science,PhD students and postdoctoral fellows,100000-500000,6,2023-02-04,323,40
1115,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-10-21,1602,167
1116,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,36,2023-07-31,849,12
1117,Medical Research,Researchers from developing countries,5000-10000,24,2023-06-16,851,56
1118,Physics,PhD students and postdoctoral fellows,25000-50000,24,2023-07-30,1016,8
1119,Materials Science,Researchers from developing countries,100000-500000,6,2023-12-16,1803,36
1120,Physics,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-02-03,902,96
1121,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,24,2023-05-23,348,190
1122,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,2023-12-03,1025,50
1123,Physics,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-01-18,855,94
1124,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-02-28,1353,68
1125,Chemical Engineering,Researchers from developing countries,50000-100000,6,2023-06-20,1242,65
1126,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-04-04,1466,26
1127,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-10-21,359,37
1128,Chemical Engineering,Researchers from developing countries,100000-250000,36,2023-03-15,354,64
1129,Neuroscience,PhD students and postdoctoral fellows,100000-500000,12,2023-05-16,1981,154
1130,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-02-25,918,14
1131,Chemical Engineering,PhD students and postdoctoral fellows,5000-15000,36,2023-10-23,1087,98
1132,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-09-16,872,121
1133,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-01-28,655,143
1134,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-10-31,72,97
1135,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-03-04,440,48
1136,Medical Research,PhD students and postdoctoral fellows,100000-250000,24,2023-10-23,127,135
1137,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-01-22,539,78
1138,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-09-08,1795,147
1139,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-03-14,687,151
1140,Computer Science,PhD students and postdoctoral fellows,50000-100000,36,2023-04-04,999,133
1141,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,36,2023-02-24,1646,109
1142,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-04-24,1514,168
1143,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-10-30,438,8
1144,Neuroscience,Researchers from developing countries,5000-10000,6,2023-05-12,1528,84
1145,Medical Research,Researchers from developing countries,100000-500000,24,2023-02-10,229,117
1146,Materials Science,PhD students and postdoctoral fellows,100000-500000,6,2023-11-01,101,48
1147,Environmental Science,PhD students and postdoctoral fellows,20000-50000,6,2023-06-01,1077,189
1148,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-06-27,1795,157
1149,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,2023-09-01,941,117
1150,Chemical Engineering,Researchers from developing countries,50000-100000,36,2023-11-24,1749,191
1151,Environmental Science,PhD students and postdoctoral fellows,100000-250000,6,2023-01-02,1583,96
1152,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-04-12,1562,85
1153,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,6,2023-05-31,270,60
1154,Neuroscience,Researchers from developing countries,5000-10000,6,2023-02-18,1531,48
1155,Materials Science,Researchers from developing countries,100000-500000,6,2023-07-08,1017,62
1156,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,2023-08-16,631,23
1157,Neuroscience,Researchers from developing countries,50000-100000,24,2023-03-18,133,19
1158,Chemical Engineering,Researchers from developing countries,100000-500000,12,2023-12-02,109,20
1159,Materials Science,PhD students and postdoctoral fellows,25000-50000,12,2023-07-07,83,124
1160,Chemical Engineering,Researchers from developing countries,500000-1000000,36,2023-10-31,937,43
1161,Medical Research,PhD students and postdoctoral fellows,50000-100000,36,2023-08-01,290,45
1162,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,24,2023-01-06,1366,15
1163,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-02-06,829,195
1164,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-01-30,1421,29
1165,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-11-02,1426,172
1166,Neuroscience,PhD students and postdoctoral fellows,100000-250000,36,2023-09-24,905,25
1167,Medical Research,Researchers from developing countries,500000-1000000,6,2023-03-19,1486,31
1168,Computer Science,Researchers from developing countries,5000-10000,6,2023-09-30,1142,52
1169,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-11-08,262,26
1170,Environmental Science,Researchers from developing countries,50000-100000,36,2023-07-28,1812,17
1171,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-06-29,155,112
1172,Electrical Engineering,PhD students and postdoctoral fellows,100000-250000,12,2023-12-31,1007,26
1173,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-08-17,1565,196
1174,Environmental Science,Researchers from developing countries,100000-250000,6,2023-05-11,384,112
1175,Medical Research,PhD students and postdoctoral fellows,20000-50000,24,2023-12-04,986,50
1176,Physics,Early-career researchers with a PhD or equivalent degree,5000-10000,36,2023-07-10,1846,137
1177,Physics,PhD students and postdoctoral fellows,100000-250000,6,2023-06-08,766,96
1178,Computer Science,PhD students and postdoctoral fellows,20000-50000,36,2023-09-14,779,29
1179,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-01-17,1658,43
1180,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-09-08,1661,83
1181,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-05-06,451,127
1182,Chemical Engineering,PhD students and postdoctoral fellows,100000-250000,12,2023-09-17,1392,67
1183,Physics,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-09-22,587,56
1184,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-06-11,1997,68
1185,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,2023-04-25,530,13
1186,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2023-02-15,1628,14
1187,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2023-08-19,1635,19
1188,Computer Science,PhD students and postdoctoral fellows,500000-1000000,6,2023-08-21,896,134
1189,Computer Science,PhD students and postdoctoral fellows,5000-15000,36,2023-05-15,630,93
1190,Computer Science,Researchers from developing countries,25000-50000,6,2023-12-06,1967,159
1191,Environmental Science,Researchers from developing countries,5000-15000,6,2023-08-23,948,188
1192,Medical Research,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-05-21,279,154
1193,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-250000,12,2023-10-03,980,196
1194,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-02-25,1484,137
1195,Materials Science,PhD students and postdoctoral fellows,5000-10000,12,2023-08-14,1759,85
1196,Medical Research,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-11-25,1499,122
1197,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-01-08,409,123
1198,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-10-27,678,19
1199,Neuroscience,PhD students and postdoctoral fellows,100000-500000,36,2023-07-20,571,171
1200,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-04-11,1859,177
1201,Electrical Engineering,PhD students and postdoctoral fellows,50000-100000,12,2023-07-20,1190,35
1202,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-06-22,561,6
1203,Chemical Engineering,PhD students and postdoctoral fellows,50000-100000,24,2023-07-26,1079,32
1204,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-01-13,132,139
1205,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-07-01,1235,80
1206,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-10-29,512,63
1207,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,2023-10-30,1529,43
1208,Physics,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-02-10,600,121
1209,Computer Science,Researchers from developing countries,500000-1000000,24,2023-11-25,1994,173
1210,Electrical Engineering,PhD students and postdoctoral fellows,5000-15000,24,2023-08-25,1708,193
1211,Environmental Science,PhD students and postdoctoral fellows,50000-100000,36,2023-11-02,691,42
